time,open,high,low,close,rsi
1705986000,1.08984,1.08994,1.0897,1.08972,0.0
1705986900,1.08972,1.09002,1.08967,1.09001,70.73170731708373
1705987800,1.09001,1.09046,1.09001,1.09042,85.36585365854583
1705988700,1.09042,1.09079,1.09038,1.09068,88.88888888889802
1705989600,1.09068,1.0907,1.09015,1.09018,60.75949367088536
1705990500,1.09018,1.0908,1.09017,1.0907499999999999,71.16279069767269
1705991400,1.0907499999999999,1.09079,1.09049,1.09072,70.18348623853126
1705992300,1.09072,1.09141,1.0907,1.0914,77.27272727272657
1705993200,1.0914,1.09149,1.09108,1.09146,77.73972602739786
1705994100,1.09146,1.09162,1.0906,1.09089,65.04297994269146
1705995000,1.09089,1.09131,1.09036,1.09059,59.89445910290169
1705995900,1.09059,1.09096,1.09042,1.09082,62.189054726366834
1705996800,1.09082,1.09105,1.09029,1.09038,56.053811659192185
1705997700,1.09038,1.09047,1.0901399999999999,1.09037,55.92841163311094
1705998600,1.09037,1.09074,1.0896,1.08979,49.50495049505068
1705999500,1.08979,1.0899,1.08923,1.0895,46.8164794007492
1706000400,1.0895,1.08952,1.08855,1.08889,42.01680672268948
1706001300,1.08889,1.08949,1.08872,1.0892,44.888178913738535
1706002200,1.0892,1.0893599999999999,1.0887,1.08876,42.705167173252256
1706003100,1.08876,1.08904,1.08834,1.0887499999999999,40.0000000000007
1706004000,1.0887499999999999,1.08883,1.08809,1.0883,33.280757097793796
1706004900,1.0883,1.0885799999999999,1.0881399999999999,1.08844,31.99356913183361
1706005800,1.08844,1.08857,1.08792,1.08793,31.942215088284115
1706006700,1.08793,1.08793,1.08673,1.08695,21.38554216867705
1706007600,1.08695,1.0872,1.08671,1.08715,23.788546255508493
1706008500,1.08715,1.08715,1.08601,1.08634,13.544668587898272
1706009400,1.08634,1.0865799999999999,1.08625,1.08647,14.407988587731253
1706010300,1.08647,1.08674,1.0862,1.08663,17.727272727271867
1706011200,1.08663,1.08722,1.08653,1.0871899999999999,25.218658892126484
1706012100,1.0871899999999999,1.08733,1.08617,1.08621,19.71090670170696
1706013000,1.08621,1.08646,1.08606,1.08625,21.359223300969973
1706013900,1.08625,1.08667,1.08602,1.08638,22.783083219643586
1706014800,1.08638,1.08717,1.08638,1.08687,29.834254143645936
1706015700,1.08687,1.08711,1.08657,1.08709,33.193863319385414
1706016600,1.08709,1.08747,1.08676,1.08716,36.9532428355951
1706017500,1.08716,1.08758,1.08689,1.08739,36.183206106870884
1706018400,1.08739,1.0874,1.0865799999999999,1.08704,36.68730650154824
1706019300,1.08704,1.08709,1.08625,1.08646,33.71266002844989
1706020200,1.08646,1.0865,1.08535,1.08575,32.51028806584331
1706021100,1.08575,1.08579,1.08484,1.08526,29.188481675391714
1706022000,1.08526,1.08582,1.08447,1.08487,29.654255319148447
1706022900,1.08487,1.08501,1.08349,1.08384,29.45838837516422
1706023800,1.08384,1.08387,1.08215,1.08234,22.88613303269439
1706024700,1.08234,1.08345,1.08229,1.08307,31.39931740614243
1706025600,1.08307,1.08396,1.08307,1.08335,32.55033557046963
1706026500,1.08335,1.08387,1.08288,1.08381,34.74025974025936
1706027400,1.08381,1.08382,1.08295,1.083,27.924130663857127
1706028300,1.083,1.083,1.08256,1.08281,30.45977011494324
1706029200,1.08281,1.08327,1.08241,1.08317,32.92682926829248
1706030100,1.08317,1.08357,1.08296,1.08346,34.09586056644976
1706031000,1.08346,1.0835299999999999,1.08273,1.0828,28.235294117646887
1706031900,1.0828,1.08335,1.08244,1.08314,29.144667370644882
1706032800,1.08314,1.08362,1.08303,1.08355,31.60040774719748
1706033700,1.08355,1.08393,1.08352,1.08379,31.670061099795987
1706034600,1.08379,1.08393,1.08361,1.0836999999999999,32.53138075313747
1706035500,1.0836999999999999,1.08383,1.08339,1.0836999999999999,34.63251670378564
1706036400,1.0836999999999999,1.08391,1.08359,1.08378,38.203592814371206
1706037300,1.08378,1.08411,1.0836999999999999,1.08403,42.41676942046959
1706038200,1.08403,1.08476,1.08399,1.08468,48.864994026284904
1706039100,1.08468,1.08468,1.08439,1.08452,54.53333333333325
1706040000,1.08452,1.08491,1.08435,1.08478,69.48881789137192
1706040900,1.08478,1.0849,1.08446,1.0844799999999999,62.09262435677269
1706041800,1.0844799999999999,1.08458,1.08437,1.08454,60.606060606058925
1706042700,1.08454,1.08501,1.08454,1.08497,60.39426523297344
1706043600,1.08497,1.08531,1.08482,1.08511,71.48676171079015
1706044500,1.08511,1.08547,1.08502,1.08532,75.45638945232652
1706045400,1.08532,1.08558,1.08517,1.08517,71.18644067795988
1706046300,1.08517,1.08541,1.08515,1.08533,70.37037037036302
1706047200,1.08533,1.08538,1.08441,1.0849199999999999,74.4239631336331
1706048100,1.0849199999999999,1.08533,1.0849199999999999,1.08523,74.2459396751667
1706049000,1.08523,1.08545,1.08523,1.08542,72.86063569681495
1706049900,1.08542,1.0855,1.08523,1.08528,68.67167919798894
1706050800,1.08528,1.08581,1.08528,1.08579,73.69614512471213
1706051700,1.08579,1.0859,1.08575,1.08584,73.9910313901294
1706052600,1.08584,1.08593,1.08575,1.08576,72.19730941703745
1706053500,1.08576,1.08576,1.08558,1.08572,69.88235294117258
1706054400,1.08572,1.08591,1.0856,1.08589,66.04774535808625
1706055300,1.08589,1.08598,1.08554,1.08558,63.520408163264044
1706056200,1.08558,1.08574,1.0855,1.08569,62.06896551723935
1706057100,1.08569,1.08585,1.08554,1.08558,65.36312849161996
1706058000,1.08558,1.08565,1.08513,1.08559,64.87252124645778
1706058900,1.08559,1.08578,1.08539,1.08568,61.128526645766975
1706059800,1.08568,1.08594,1.08565,1.08579,60.75949367088536
1706060700,1.08579,1.08592,1.0856,1.08581,58.24915824915584
1706061600,1.08581,1.08583,1.0853599999999999,1.0854,53.56037151702706
1706062500,1.0854,1.08568,1.08533,1.08568,55.22388059701572
1706063400,1.08568,1.08572,1.08547,1.08559,61.05610561056355
1706064300,1.08559,1.08576,1.08556,1.0856999999999999,58.303886925794856
1706065200,1.0856999999999999,1.08598,1.08565,1.08596,59.31034482758626
1706066100,1.08596,1.08612,1.08591,1.08604,63.38028169013986
1706067000,1.08604,1.08612,1.08589,1.08604,55.36480686695047
1706067900,1.08604,1.08613,1.08587,1.08589,51.02880658436444
1706068800,1.08589,1.08604,1.08579,1.08588,52.54237288135386
1706069700,1.08588,1.0859699999999999,1.08584,1.08591,54.04255319148776
1706070600,1.08591,1.08656,1.08591,1.08654,61.56583629893318
1706071500,1.08654,1.08661,1.08632,1.08645,66.79536679536477
1706072400,1.08645,1.08645,1.08602,1.08624,60.22304832713901
1706073300,1.08624,1.08624,1.08592,1.08607,58.90909090909338
1706074200,1.08607,1.08632,1.08603,1.08629,61.8243243243245
1706075100,1.08629,1.08642,1.08615,1.08619,58.58585858585964
1706076000,1.08619,1.08646,1.08607,1.08638,59.67213114754024
1706076900,1.08638,1.08645,1.08621,1.08644,60.19417475728428
1706077800,1.08644,1.08659,1.08628,1.08659,71.02473498233506
1706078700,1.08659,1.08665,1.08623,1.08634,61.78571428571839
1706079600,1.08634,1.08697,1.08603,1.08685,69.56521739130764
1706080500,1.08685,1.08701,1.0866,1.08696,69.56521739130764
1706081400,1.08696,1.0879,1.08694,1.08787,74.67700258398146
1706082300,1.08787,1.08794,1.08696,1.08733,64.89607390300418
1706083200,1.08733,1.08793,1.08733,1.08783,68.53002070393688
1706084100,1.08783,1.08783,1.08686,1.08733,63.899613899612895
1706085000,1.08733,1.08805,1.08626,1.08699,60.07259528130638
1706085900,1.08699,1.0871899999999999,1.08673,1.08697,59.63636363636448
1706086800,1.08697,1.08854,1.08695,1.08844,64.98422712933814
1706087700,1.08844,1.0891899999999999,1.08844,1.08879,67.72727272727414
1706088600,1.08879,1.09076,1.08879,1.09026,75.57251908396971
1706089500,1.09026,1.09069,1.09016,1.09028,77.30220492866414
1706090400,1.09028,1.09048,1.09006,1.09007,74.5454545454566
1706091300,1.09007,1.0902,1.08954,1.08967,71.75000000000013
1706092200,1.08967,1.08986,1.08928,1.08972,71.24681933842322
1706093100,1.08972,1.09001,1.08942,1.08977,71.21019108280233
1706094000,1.08977,1.09007,1.08941,1.08948,68.08510638297973
1706094900,1.08948,1.0897,1.08939,1.08965,70.9228824273071
1706095800,1.08965,1.09009,1.08908,1.09009,70.66326530612228
1706096700,1.09009,1.0901399999999999,1.08917,1.08927,63.50877192982467
1706097600,1.08927,1.08954,1.08895,1.08926,59.08496732026127
1706098500,1.08926,1.08949,1.08874,1.08881,59.78835978836075
1706099400,1.08881,1.08973,1.0887499999999999,1.08949,60.72351421188647
1706100300,1.08949,1.08991,1.08933,1.08947,64.73829201101987
1706101200,1.08947,1.09064,1.08934,1.09061,72.45657568238336
1706102100,1.09061,1.09134,1.09037,1.09118,74.4483159117308
1706103000,1.09118,1.09177,1.09085,1.09087,66.30872483221441
1706103900,1.09087,1.09271,1.09085,1.09248,71.18254879448894
1706104800,1.09248,1.09249,1.0919,1.09238,64.44141689373248
1706105700,1.09238,1.09318,1.09236,1.09314,67.69801980198054
1706106600,1.09314,1.09323,1.09236,1.0926,65.04161712247233
1706107500,1.0926,1.09263,1.09016,1.09032,53.15840621963086
1706108400,1.09032,1.09054,1.08957,1.09021,52.36714975845351
1706109300,1.09021,1.0907499999999999,1.09004,1.09064,54.054054054054625
1706110200,1.09064,1.09064,1.08955,1.09034,54.00372439478608
1706111100,1.09034,1.09047,1.08931,1.09007,51.937269372694054
1706112000,1.09007,1.09018,1.08905,1.08927,46.33928571428571
1706112900,1.08927,1.09049,1.08916,1.09023,54.232804232804334
1706113800,1.09023,1.09053,1.08979,1.08983,52.42966751918226
1706114700,1.08983,1.0902,1.08944,1.09005,55.39130434782545
1706115600,1.09005,1.09019,1.0895299999999999,1.08975,51.16906474820106
