time,open,high,low,close
1706056200,1.08558,1.08574,1.0855,1.08569
1706057100,1.08569,1.08585,1.08554,1.08558
1706058000,1.08558,1.08565,1.08513,1.08559
1706058900,1.08559,1.08578,1.08539,1.08568
1706059800,1.08568,1.08594,1.08565,1.08579
1706060700,1.08579,1.08592,1.0856,1.08581
1706061600,1.08581,1.08583,1.0853599999999999,1.0854
1706062500,1.0854,1.08568,1.08533,1.08568
1706063400,1.08568,1.08572,1.08547,1.08559
1706064300,1.08559,1.08576,1.08556,1.0856999999999999
1706065200,1.0856999999999999,1.08598,1.08565,1.08596
1706066100,1.08596,1.08612,1.08591,1.08604
1706067000,1.08604,1.08612,1.08589,1.08604
1706067900,1.08604,1.08613,1.08587,1.08589
1706068800,1.08589,1.08604,1.08579,1.08588
1706069700,1.08588,1.0859699999999999,1.08584,1.08591
1706070600,1.08591,1.08656,1.08591,1.08654
1706071500,1.08654,1.08661,1.08632,1.08645
1706072400,1.08645,1.08645,1.08602,1.08624
1706073300,1.08624,1.08624,1.08592,1.08607
1706074200,1.08607,1.08632,1.08603,1.08629
1706075100,1.08629,1.08642,1.08615,1.08619
1706076000,1.08619,1.08646,1.08607,1.08638
1706076900,1.08638,1.08645,1.08621,1.08644
1706077800,1.08644,1.08659,1.08628,1.08659
1706078700,1.08659,1.08665,1.08623,1.08634
1706079600,1.08634,1.08697,1.08603,1.08685
1706080500,1.08685,1.08701,1.0866,1.08696
1706081400,1.08696,1.0879,1.08694,1.08787
1706082300,1.08787,1.08794,1.08696,1.08733
1706083200,1.08733,1.08793,1.08733,1.08783
1706084100,1.08783,1.08783,1.08686,1.08733
1706085000,1.08733,1.08805,1.08626,1.08699
1706085900,1.08699,1.0871899999999999,1.08673,1.08697
1706086800,1.08697,1.08854,1.08695,1.08844
1706087700,1.08844,1.0891899999999999,1.08844,1.08879
1706088600,1.08879,1.09076,1.08879,1.09026
1706089500,1.09026,1.09069,1.09016,1.09028
1706090400,1.09028,1.09048,1.09006,1.09007
1706091300,1.09007,1.0902,1.08954,1.08967
1706092200,1.08967,1.08986,1.08928,1.08972
1706093100,1.08972,1.09001,1.08942,1.08977
1706094000,1.08977,1.09007,1.08941,1.08948
1706094900,1.08948,1.0897,1.08939,1.08965
1706095800,1.08965,1.09009,1.08908,1.09009
1706096700,1.09009,1.0901399999999999,1.08917,1.08927
1706097600,1.08927,1.08954,1.08895,1.08926
1706098500,1.08926,1.08949,1.08874,1.08881
1706099400,1.08881,1.08973,1.0887499999999999,1.08949
1706100300,1.08949,1.08991,1.08933,1.08947
1706101200,1.08947,1.09064,1.08934,1.09061
1706102100,1.09061,1.09134,1.09037,1.09118
1706103000,1.09118,1.09177,1.09085,1.09087
1706103900,1.09087,1.09271,1.09085,1.09248
1706104800,1.09248,1.09249,1.0919,1.09238
1706105700,1.09238,1.09318,1.09236,1.09314
1706106600,1.09314,1.09323,1.09236,1.0926
1706107500,1.0926,1.09263,1.09016,1.09032
1706108400,1.09032,1.09054,1.08957,1.09021
1706109300,1.09021,1.0907499999999999,1.09004,1.09064
1706110200,1.09064,1.09064,1.08955,1.09034
1706111100,1.09034,1.09047,1.08931,1.09007
1706112000,1.09007,1.09018,1.08905,1.08927
1706112900,1.08927,1.09049,1.08916,1.09023
1706113800,1.09023,1.09053,1.08979,1.08983
1706114700,1.08983,1.0902,1.08944,1.09005
1706115600,1.09005,1.09019,1.0895299999999999,1.08975
1706116500,1.08975,1.09023,1.08954,1.0902
1706117400,1.0902,1.09045,1.09011,1.09025
1706118300,1.09025,1.09087,1.09011,1.09053
1706119200,1.09053,1.09061,1.08939,1.08941
1706120100,1.08941,1.08991,1.08905,1.0895
1706121000,1.0895,1.08975,1.08907,1.0891
1706121900,1.0891,1.08943,1.08902,1.08925
1706122800,1.08925,1.08933,1.0887,1.08873
1706123700,1.08873,1.08878,1.0881399999999999,1.0886
1706124600,1.0886,1.08887,1.08839,1.08886
1706125500,1.08886,1.08906,1.0887,1.08885
1706126400,1.08885,1.08906,1.08868,1.08868
1706127300,1.08868,1.08868,1.08835,1.08844
1706128200,1.08844,1.08866,1.08834,1.0885799999999999
1706129100,1.0885799999999999,1.0885799999999999,1.08791,1.088
1706130000,1.088,1.08806,1.08775,1.08793
1706130900,1.08793,1.0882,1.08785,1.08818
1706131800,1.08818,1.08838,1.08813,1.08833
1706132700,1.08833,1.08852,1.08832,1.08846
1706133600,1.08846,1.08846,1.08808,1.08844
1706134500,1.08844,1.08855,1.0883099999999999,1.08851
1706135400,1.08851,1.08865,1.08842,1.08865
1706136300,1.08865,1.08865,1.08845,1.08846
1706137200,1.08846,1.08865,1.08842,1.08856
1706138100,1.08856,1.08861,1.0884,1.08841
1706139000,1.08841,1.08841,1.0882,1.08823
1706139900,1.08823,1.08823,1.08808,1.0881
1706140800,1.0881,1.08812,1.08752,1.0875299999999999
1706141700,1.0875299999999999,1.08758,1.08726,1.08737
1706142600,1.08737,1.08767,1.08735,1.08752
1706143500,1.08752,1.0877,1.08721,1.08741
1706144400,1.08741,1.08741,1.08702,1.08721
1706145300,1.08721,1.08734,1.0871,1.08728
1706146200,1.08728,1.08769,1.08722,1.08759
1706147100,1.08759,1.08787,1.08748,1.08776
1706148000,1.08776,1.08794,1.08752,1.08785
1706148900,1.08785,1.08793,1.08767,1.0879
1706149800,1.0879,1.08799,1.08761,1.08762
1706150700,1.08762,1.08774,1.08749,1.08772
1706151600,1.08772,1.08817,1.08772,1.08798
1706152500,1.08798,1.08801,1.08787,1.08794
1706153400,1.08794,1.088,1.08774,1.08788
1706154300,1.08788,1.08798,1.08776,1.08779
1706155200,1.08779,1.08805,1.08772,1.08805
1706156100,1.08805,1.08812,1.08798,1.08803
1706157000,1.08803,1.08803,1.08768,1.08773
1706157900,1.08773,1.08773,1.08744,1.08754
1706158800,1.08754,1.08762,1.08748,1.08758
1706159700,1.08758,1.0877999999999999,1.0875299999999999,1.08777
1706160600,1.08777,1.08789,1.08766,1.08783
1706161500,1.08783,1.08786,1.08757,1.08782
1706162400,1.08782,1.08801,1.08756,1.08794
1706163300,1.08794,1.08819,1.08783,1.08817
1706164200,1.08817,1.08865,1.08815,1.08853
1706165100,1.08853,1.08866,1.08829,1.08861
1706166000,1.08861,1.08897,1.08852,1.08893
1706166900,1.08893,1.08913,1.08871,1.08894
1706167800,1.08894,1.08896,1.0884,1.08867
1706168700,1.08867,1.08902,1.08857,1.08879
1706169600,1.08879,1.08917,1.08842,1.08878
1706170500,1.08878,1.08915,1.08828,1.08911
1706171400,1.08911,1.08973,1.089,1.08954
1706172300,1.08954,1.08996,1.08924,1.08989
1706173200,1.08989,1.08996,1.0893,1.08931
1706174100,1.08931,1.08993,1.08925,1.08933
1706175000,1.08933,1.08977,1.08917,1.08941
1706175900,1.08941,1.08991,1.08931,1.0896
1706176800,1.0896,1.08984,1.08945,1.08977
1706177700,1.08977,1.08987,1.08927,1.08952
1706178600,1.08952,1.0897999999999999,1.0891899999999999,1.08967
1706179500,1.08967,1.08974,1.0891899999999999,1.0893
1706180400,1.0893,1.08939,1.089,1.08904
1706181300,1.08904,1.08911,1.0888,1.08887
1706182200,1.08887,1.08903,1.08867,1.08903
1706183100,1.08903,1.0895299999999999,1.089,1.08948
1706184000,1.08948,1.08958,1.08905,1.08906
1706184900,1.08906,1.08909,1.0886,1.08884
1706185800,1.08884,1.08951,1.08877,1.08918
1706186700,1.08918,1.08926,1.08856,1.08881
1706187600,1.08881,1.08959,1.08871,1.0893
1706188500,1.0893,1.09017,1.08843,1.0889199999999999
1706189400,1.0889199999999999,1.09,1.08708,1.08908
1706190300,1.08908,1.0895299999999999,1.08665,1.08791
1706191200,1.08791,1.08792,1.0855,1.08641
1706192100,1.08641,1.08723,1.08559,1.0867499999999999
1706193000,1.0867499999999999,1.0867499999999999,1.08529,1.08587
1706193900,1.08587,1.08617,1.0853,1.08603
1706194800,1.08603,1.0861399999999999,1.08454,1.08468
1706195700,1.08468,1.08511,1.08374,1.0844
1706196600,1.0844,1.08456,1.08334,1.0838
1706197500,1.0838,1.08382,1.08291,1.08316
1706198400,1.08316,1.08363,1.08241,1.08355
1706199300,1.08355,1.08396,1.08341,1.08363
1706200200,1.08363,1.08381,1.08335,1.08341
1706201100,1.08341,1.08376,1.0834,1.08362
1706202000,1.08362,1.08385,1.08325,1.0836999999999999
1706202900,1.0836999999999999,1.08519,1.0836999999999999,1.08444
1706203800,1.08444,1.0844799999999999,1.08313,1.08327
1706204700,1.08327,1.08389,1.08321,1.08375
1706205600,1.08375,1.08466,1.08355,1.0843
1706206500,1.0843,1.08432,1.08345,1.0841
1706207400,1.0841,1.0841399999999999,1.08354,1.08373
1706208300,1.08373,1.08391,1.08299,1.08301
1706209200,1.08301,1.08311,1.08241,1.08274
1706210100,1.08274,1.0829,1.08215,1.08278
1706211000,1.08278,1.08338,1.08267,1.08329
1706211900,1.08329,1.08376,1.08316,1.08359
1706212800,1.08359,1.08376,1.08343,1.08352
1706213700,1.08352,1.0836,1.08334,1.08339
1706214600,1.08339,1.08387,1.0833599999999999,1.08381
1706215500,1.08381,1.08404,1.08376,1.08399
1706216400,1.08399,1.08419,1.08391,1.08416
1706217300,1.08416,1.0845,1.08416,1.08442
1706218200,1.08442,1.08459,1.08441,1.08459
1706219100,1.08459,1.08481,1.08455,1.08461
1706220000,1.08461,1.08461,1.08389,1.08454
1706220900,1.08454,1.08456,1.08407,1.08451
1706221800,1.08451,1.0847499999999999,1.0845,1.08458
1706222700,1.08458,1.08474,1.08452,1.08465
1706223600,1.08465,1.08473,1.08428,1.08459
1706224500,1.08459,1.0846,1.08453,1.08454
1706225400,1.08454,1.08459,1.0843099999999999,1.08433
1706226300,1.08433,1.08476,1.0843099999999999,1.08455
1706227200,1.08455,1.08458,1.0841399999999999,1.0841399999999999
1706228100,1.0841399999999999,1.08418,1.08381,1.08384
1706229000,1.08384,1.08424,1.08374,1.08418
1706229900,1.08418,1.08446,1.08393,1.08399
1706230800,1.08399,1.08424,1.08391,1.08409
1706231700,1.08409,1.08454,1.08403,1.08443
1706232600,1.08443,1.08463,1.08429,1.08434
1706233500,1.08434,1.08467,1.08429,1.08445
1706234400,1.08445,1.0847,1.08439,1.08466
1706235300,1.08466,1.08488,1.08458,1.08478
1706236200,1.08478,1.08484,1.08469,1.0847
1706237100,1.0847,1.08473,1.08439,1.08441
1706238000,1.08441,1.0847499999999999,1.0844,1.08454
1706238900,1.08454,1.08456,1.0844,1.08449
1706239800,1.08449,1.08462,1.08439,1.08453
1706240700,1.08453,1.0846,1.08443,1.0845
1706241600,1.0845,1.08451,1.08415,1.08419
1706242500,1.08419,1.08438,1.08417,1.08434
1706243400,1.08434,1.08436,1.08392,1.0839699999999999
1706244300,1.0839699999999999,1.08399,1.08379,1.08396
1706245200,1.08396,1.08408,1.08384,1.08408
1706246100,1.08408,1.0841,1.0839,1.08398
1706247000,1.08398,1.08438,1.08387,1.08433
1706247900,1.08433,1.08435,1.08418,1.08424
1706248800,1.08424,1.08427,1.08357,1.08368
1706249700,1.08368,1.08392,1.08358,1.08383
1706250600,1.08383,1.08383,1.08301,1.08311
1706251500,1.08311,1.08338,1.08284,1.0829199999999999
1706252400,1.0829199999999999,1.08304,1.08242,1.08253
1706253300,1.08253,1.08256,1.08151,1.08164
1706254200,1.08164,1.08215,1.08148,1.08157
1706255100,1.08157,1.08197,1.08128,1.08195
1706256000,1.08195,1.08277,1.08173,1.08252
1706256900,1.08252,1.08292,1.08229,1.08275
1706257800,1.0827499999999999,1.08357,1.0827,1.08345
1706258700,1.08345,1.0842,1.08341,1.08402
1706259600,1.08402,1.08477,1.08373,1.08393
1706260500,1.08393,1.08409,1.0834,1.08382
1706261400,1.08382,1.08482,1.08377,1.08466
1706262300,1.08466,1.08504,1.08441,1.08442
1706263200,1.08442,1.08571,1.08442,1.0856
1706264100,1.0856,1.08615,1.08531,1.0861
1706265000,1.0861,1.08626,1.08581,1.08609
1706265900,1.08609,1.08661,1.08607,1.08649
1706266800,1.08649,1.08727,1.08644,1.08676
1706267700,1.08676,1.08761,1.08666,1.08734
1706268600,1.08734,1.08738,1.08683,1.08706
1706269500,1.08706,1.08746,1.08704,1.08746
1706270400,1.08746,1.08758,1.08726,1.0875
1706271300,1.0875,1.0875,1.08705,1.08705
1706272200,1.08705,1.08717,1.08684,1.087
1706273100,1.087,1.0874,1.08656,1.08672
1706274000,1.08672,1.08749,1.08655,1.08746
1706274900,1.08746,1.08783,1.08717,1.08742
1706275800,1.08742,1.08856,1.08562,1.08706
1706276700,1.08707,1.08836,1.08685,1.0872
1706277600,1.0872,1.08802,1.08706,1.08707
1706278500,1.08707,1.0873,1.08638,1.08641
1706279400,1.08641,1.08735,1.08608,1.08713
1706280300,1.08713,1.0874,1.08655,1.08738
1706281200,1.08738,1.08738,1.08614,1.0863
1706282100,1.0863,1.08631,1.0855,1.08571
1706283000,1.08571,1.08637,1.08556,1.08618
1706283900,1.08618,1.08662,1.08593,1.0864
1706284800,1.0864,1.08651,1.08589,1.08615
1706285700,1.08615,1.08684,1.08615,1.08664
1706286600,1.08664,1.08694,1.08615,1.08637
1706287500,1.08637,1.08666,1.08632,1.0865
1706288400,1.0865,1.08683,1.0862,1.08678
1706289300,1.08678,1.08704,1.08642,1.08649
1706290200,1.08649,1.08649,1.08592,1.08606
1706291100,1.08606,1.08638,1.08592,1.08636
1706292000,1.08636,1.08655,1.08614,1.0864
1706292900,1.0864,1.08659,1.08611,1.08634
1706293800,1.08634,1.08637,1.08577,1.08598
1706294700,1.08598,1.08598,1.08538,1.08557
1706295600,1.08557,1.08592,1.08552,1.08588
1706296500,1.08588,1.08599,1.08568,1.08568
1706297400,1.08568,1.08601,1.08561,1.08598
1706298300,1.08598,1.08616,1.08572,1.08581
1706299200,1.08581,1.08611,1.08572,1.0861
1706300100,1.0861,1.08621,1.08587,1.08591
1706301000,1.08591,1.0859699999999999,1.0856,1.08582
1706301900,1.08582,1.08583,1.08532,1.08544
1706302800,1.08544,1.08567,1.08537,1.08558
1706303700,1.08558,1.08558,1.08535,1.08546
1706304600,1.08545,1.08545,1.0852,1.08524
1706305500,1.08524,1.08545,1.08518,1.08531
